√À— ‡¢µ,™◊ËÕ‡¢µ,Õ.1 ™“¬,Õ.1 À≠‘ß,√«¡Õ.1,Õ.1 ÀÈÕß,Õ.2 ™“¬,Õ.2 À≠‘ß,√«¡Õ.2,Õ.2 ÀÈÕß,Õ.3 ™“¬,Õ.3 À≠‘ß,√«¡Õ.3,Õ.3 ÀÈÕß,√«¡°ËÕπª√–∂¡ ™“¬,√«¡°ËÕπª√–∂¡ À≠‘ß,√«¡°ËÕπª√–∂¡,√«¡ÀÈÕß°ËÕπª√–∂¡,ª.1 ™“¬,ª.1 À≠‘ß,√«¡ª.1,ª.1 ÀÈÕß,ª.2 ™“¬,ª.2 À≠‘ß,√«¡ª.2,ª.2 ÀÈÕß,ª.3 ™“¬,ª.3 À≠‘ß,√«¡ª.3,ª.3 ÀÈÕß,ª.4 ™“¬,ª.4 À≠‘ß,√«¡ª.4,ª.4 ÀÈÕß,ª.5 ™“¬,ª.5 À≠‘ß,√«¡ª.5,ª.5 ÀÈÕß,ª.6 ™“¬,ª.6 À≠‘ß,√«¡ª.6,ª.6 ÀÈÕß,√«¡ª√–∂¡ ™“¬,√«¡ª√–∂¡ À≠‘ß,√«¡ª√–∂¡,√«¡ÀÈÕßª√–∂¡,¡.1 ™“¬,¡.1 À≠‘ß,√«¡¡.1,¡.1 ÀÈÕß,¡.2 ™“¬,¡.2 À≠‘ß,√«¡¡.2,¡.2 ÀÈÕß,¡.3 ™“¬,¡.3 À≠‘ß,√«¡¡.3,¡.3 ÀÈÕß,√«¡¡.µÈπ ™“¬,√«¡¡.µÈπ À≠‘ß,√«¡¡.µÈπ,√«¡ÀÈÕß¡.µÈπ,¡.4 ™“¬,¡.4 À≠‘ß,√«¡¡.4,¡.4 ÀÈÕß,¡.5 ™“¬,¡.5 À≠‘ß,√«¡¡.5,¡.5 ÀÈÕß,¡.6 ™“¬,¡.6 À≠‘ß,√«¡¡.6,¡.6 ÀÈÕß,ª«™.1 ™“¬,ª«™.1 À≠‘ß,√«¡ª«™.1,ª«™.1 ÀÈÕß,ª«™.2 ™“¬,ª«™.2 À≠‘ß,√«¡ª«™.2,ª«™.2 ÀÈÕß,ª«™.3 ™“¬,ª«™.3 À≠‘ß,√«¡ª«™.3,ª«™.3 ÀÈÕß,√«¡¡.ª≈“¬·≈–‡∑’¬∫‡∑Ë“ ™“¬,√«¡¡.ª≈“¬·≈–‡∑’¬∫‡∑Ë“ À≠‘ß,√«¡¡.ª≈“¬·≈–‡∑’¬∫‡∑Ë“,√«¡ÀÈÕß¡.ª≈“¬·≈–‡∑’¬∫‡∑Ë“,√«¡∑—ÈßÀ¡¥ ™“¬,√«¡∑—ÈßÀ¡¥ À≠‘ß,√«¡∑—ÈßÀ¡¥,√«¡ÀÈÕß∑—ÈßÀ¡¥
45030000, æª.√ÈÕ¬‡ÕÁ¥ ‡¢µ 3,126,150,276,28,865,775,1640,198,957,908,1865,208,1948,1833,3781,434,1029,1045,2074,212,1162,1117,2279,216,1229,1091,2320,215,1318,1191,2509,217,1323,1241,2564,221,1385,1285,2670,218,7446,6970,14416,1299,425,319,744,56,465,368,833,58,465,365,830,58,1355,1052,2407,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749,9855,20604,1905
46010000, æª.°“Ã ‘π∏ÿÏ ‡¢µ 1,15,5,20,3,679,661,1340,151,716,689,1405,153,1410,1355,2765,307,938,913,1851,170,1034,946,1980,172,1202,1010,2212,174,1112,1086,2198,177,1141,1136,2277,178,1247,1181,2428,176,6674,6272,12946,1047,281,214,495,34,330,243,573,35,290,195,485,34,901,652,1553,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8985,8279,17264,1457
46020000, æª.°“Ã ‘π∏ÿÏ ‡¢µ 2,103,115,218,19,643,602,1245,158,762,685,1447,158,1508,1402,2910,335,785,753,1538,159,884,797,1681,162,913,885,1798,167,978,818,1796,163,1019,968,1987,162,1126,934,2060,164,5705,5155,10860,977,430,340,770,51,453,410,863,52,435,329,764,51,1318,1079,2397,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8531,7636,16167,1466
46030000, æª.°“Ã ‘π∏ÿÏ ‡¢µ 3,0,0,0,0,713,718,1431,167,975,875,1850,185,1688,1593,3281,352,1157,1075,2232,196,1239,1161,2400,193,1331,1247,2578,197,1407,1260,2667,197,1313,1416,2729,200,1557,1453,3010,210,8004,7612,15616,1193,423,323,746,57,550,322,872,58,461,309,770,56,1434,954,2388,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11126,10159,21285,1716
47010000, æª. °≈π§√ ‡¢µ 1,57,74,131,20,1161,1105,2266,181,1290,1176,2466,184,2508,2355,4863,385,1589,1419,3008,200,1628,1583,3211,200,1759,1770,3529,200,1865,1799,3664,204,1842,1775,3617,199,1930,1783,3713,201,10613,10129,20742,1204,691,491,1182,72,638,500,1138,71,609,507,1116,70,1938,1498,3436,213,15,24,39,2,19,19,38,2,11,19,30,2,0,0,0,0,0,0,0,0,0,0,0,0,45,62,107,6,15104,14044,29148,1808
47020000, æª. °≈π§√ ‡¢µ 2,151,164,315,51,1178,1148,2326,248,1214,1273,2487,258,2543,2585,5128,557,1402,1443,2845,262,1684,1534,3218,265,1673,1621,3294,263,1785,1649,3434,270,1869,1805,3674,268,1935,1903,3838,272,10348,9955,20303,1600,798,639,1437,70,835,660,1495,72,777,658,1435,73,2410,1957,4367,215,9,8,17,1,4,5,9,1,8,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,21,20,41,3,15322,14517,29839,2375
47030000, æª. °≈π§√ ‡¢µ 3,148,117,265,34,988,974,1962,183,1011,981,1992,183,2147,2072,4219,400,1180,1136,2316,195,1364,1248,2612,197,1493,1275,2768,197,1409,1412,2821,195,1537,1394,2931,199,1614,1569,3183,197,8597,8034,16631,1180,648,501,1149,64,613,501,1114,62,552,475,1027,62,1813,1477,3290,188,5,2,7,1,14,7,21,1,13,6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,32,15,47,3,12589,11598,24187,1771
48010000, æª.π§√æπ¡ ‡¢µ 1,101,107,208,15,1151,1110,2261,254,1197,1187,2384,254,2449,2404,4853,523,1462,1312,2774,267,1644,1390,3034,267,1725,1545,3270,268,1675,1578,3253,270,1701,1620,3321,269,1900,1772,3672,273,10107,9217,19324,1614,383,297,680,38,412,336,748,39,385,300,685,39,1180,933,2113,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13736,12554,26290,2253
48020000, æª.π§√æπ¡ ‡¢µ 2,35,50,85,10,1036,930,1966,188,1035,1046,2081,192,2106,2026,4132,390,1214,1112,2326,196,1379,1295,2674,196,1420,1300,2720,198,1379,1313,2692,197,1449,1350,2799,200,1541,1474,3015,204,8382,7844,16226,1191,485,401,886,45,510,441,951,48,561,432,993,49,1556,1274,2830,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12044,11144,23188,1723
49010000, æª.¡ÿ°¥“À“√,78,57,135,22,1190,1089,2279,244,1174,1142,2316,245,2442,2288,4730,511,1201,1234,2435,245,1427,1342,2769,248,1455,1428,2883,248,1486,1407,2893,246,1596,1531,3127,251,1548,1585,3133,250,8713,8527,17240,1488,510,429,939,58,612,529,1141,61,462,442,904,59,1584,1400,2984,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12739,12215,24954,2177
50010000, æª.‡™’¬ß„À¡Ë ‡¢µ 1,154,133,287,16,559,556,1115,68,730,689,1419,76,1443,1378,2821,160,1515,1513,3028,131,1611,1553,3164,130,1693,1577,3270,128,1595,1517,3112,127,1547,1412,2959,122,1481,1395,2876,122,9442,8967,18409,760,509,448,957,37,513,398,911,35,409,381,790,34,1431,1227,2658,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12316,11572,23888,1026
50020000, æª.‡™’¬ß„À¡Ë ‡¢µ 2,70,66,136,5,745,727,1472,100,880,793,1673,106,1695,1586,3281,211,1665,1597,3262,163,1805,1600,3405,161,1726,1626,3352,160,1686,1629,3315,159,1612,1536,3148,155,1584,1473,3057,153,10078,9461,19539,951,773,619,1392,60,707,624,1331,60,659,526,1185,59,2139,1769,3908,179,15,7,22,2,10,8,18,2,11,12,23,2,0,0,0,0,0,0,0,0,0,0,0,0,36,27,63,6,13948,12843,26791,1347
50030000, æª.‡™’¬ß„À¡Ë ‡¢µ 3,382,315,697,51,1610,1446,3056,176,1917,1721,3638,185,3909,3482,7391,412,2814,2579,5393,234,2822,2668,5490,236,2817,2543,5360,228,2488,2390,4878,218,2353,2195,4548,208,2223,2066,4289,203,15517,14441,29958,1327,1342,1272,2614,97,1170,1168,2338,92,909,975,1884,83,3421,3415,6836,272,37,34,71,5,27,34,61,5,27,28,55,5,0,0,0,0,0,0,0,0,0,0,0,0,91,96,187,15,22938,21434,44372,2026
50040000, æª.‡™’¬ß„À¡Ë ‡¢µ 4,164,152,316,21,609,583,1192,79,751,663,1414,87,1524,1398,2922,187,1246,1098,2344,107,1293,1102,2395,110,1256,1110,2366,108,1173,1032,2205,104,1058,967,2025,101,994,947,1941,100,7020,6256,13276,630,396,288,684,31,375,286,661,30,353,270,623,29,1124,844,1968,90,24,27,51,3,21,25,46,3,13,36,49,3,0,0,0,0,0,0,0,0,0,0,0,0,58,88,146,9,9726,8586,18312,916
50050000, æª.‡™’¬ß„À¡Ë ‡¢µ 5,21,20,41,3,461,428,889,94,506,498,1004,98,988,946,1934,195,640,635,1275,108,717,618,1335,108,701,676,1377,110,729,692,1421,114,731,722,1453,110,829,727,1556,110,4347,4070,8417,660,398,375,773,38,420,409,829,41,346,313,659,39,1164,1097,2261,118,11,3,14,1,3,9,12,1,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,14,24,38,3,6513,6137,12650,976
50060000, æª.‡™’¬ß„À¡Ë ‡¢µ 6,62,58,120,12,566,554,1120,91,663,630,1293,100,1291,1242,2533,203,794,758,1552,112,873,830,1703,112,833,803,1636,110,761,761,1522,107,797,707,1504,105,784,730,1514,106,4842,4589,9431,652,312,211,523,31,295,255,550,32,288,236,524,31,895,702,1597,94,14,18,32,4,28,18,46,4,27,24,51,4,0,0,0,0,0,0,0,0,0,0,0,0,69,60,129,12,7097,6593,13690,961
51010000, æª.≈”æŸπ ‡¢µ 1,168,167,335,27,482,441,923,82,545,540,1085,83,1195,1148,2343,192,798,736,1534,93,839,799,1638,89,807,736,1543,90,795,696,1491,88,737,699,1436,88,730,711,1441,88,4706,4377,9083,536,159,152,311,19,159,129,288,20,144,134,278,20,462,415,877,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363,5940,12303,787
51020000, æª.≈”æŸπ ‡¢µ 2,104,98,202,26,429,339,768,78,435,402,837,80,968,839,1807,184,561,543,1104,84,546,529,1075,84,599,475,1074,84,535,507,1042,83,540,560,1100,84,597,501,1098,83,3378,3115,6493,502,219,185,404,22,210,218,428,22,166,221,387,22,595,624,1219,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,4578,9519,752
52010000, æª.≈”ª“ß ‡¢µ 1,298,292,590,31,575,524,1099,93,631,581,1212,96,1504,1397,2901,220,822,789,1611,106,881,790,1671,106,924,868,1792,107,948,923,1871,109,979,904,1883,108,930,984,1914,106,5484,5258,10742,642,203,163,366,23,176,172,348,22,192,163,355,22,571,498,1069,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7559,7153,14712,929
52020000, æª.≈”ª“ß ‡¢µ 2,131,104,235,24,428,360,788,92,430,409,839,96,989,873,1862,212,478,480,958,98,593,528,1121,99,564,537,1101,100,602,531,1133,100,643,577,1220,98,610,573,1183,99,3490,3226,6716,594,210,164,374,27,240,181,421,28,201,166,367,28,651,511,1162,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5130,4610,9740,889
52030000, æª.≈”ª“ß ‡¢µ 3,0,0,0,0,243,220,463,60,245,233,478,62,488,453,941,122,254,263,517,63,292,269,561,66,313,275,588,66,352,312,664,66,334,311,645,63,356,302,658,67,1901,1732,3633,391,65,51,116,10,68,72,140,10,71,55,126,9,204,178,382,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2593,2363,4956,542
53010000, æª.Õÿµ√¥‘µ∂Ï ‡¢µ 1,69,91,160,20,527,540,1067,125,595,509,1104,132,1191,1140,2331,277,651,618,1269,135,720,699,1419,138,776,679,1455,138,799,732,1531,135,824,730,1554,140,897,828,1725,141,4667,4286,8953,827,333,172,505,37,354,239,593,38,286,232,518,37,973,643,1616,112,15,15,30,2,8,16,24,2,13,13,26,2,0,0,0,0,0,0,0,0,0,0,0,0,36,44,80,6,6867,6113,12980,1222
53020000, æª.Õÿµ√¥‘µ∂Ï ‡¢µ 2,13,14,27,2,281,236,517,75,279,298,577,74,573,548,1121,151,308,263,571,72,327,312,639,74,335,368,703,73,367,351,718,74,363,365,728,74,435,351,786,76,2135,2010,4145,443,188,142,330,23,178,166,344,23,195,122,317,23,561,430,991,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,2988,6257,663
54010000, æª.·æ√Ë ‡¢µ 1,70,69,139,8,320,315,635,78,369,328,697,78,759,712,1471,164,496,414,910,87,516,483,999,90,533,519,1052,92,534,551,1085,93,600,569,1169,98,617,566,1183,98,3296,3102,6398,558,123,95,218,17,113,88,201,17,119,90,209,17,355,273,628,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410,4087,8497,773
54020000, æª.·æ√Ë ‡¢µ 2,19,20,39,6,239,239,478,71,255,261,516,71,513,520,1033,148,400,352,752,90,391,354,745,89,469,383,852,94,449,394,843,95,456,437,893,93,514,473,987,94,2679,2393,5072,555,193,161,354,30,182,176,358,30,208,152,360,29,583,489,1072,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,3402,7177,792
55010000, æª.πË“π ‡¢µ 1,84,102,186,15,550,505,1055,107,661,661,1322,127,1295,1268,2563,249,816,785,1601,150,838,846,1684,148,935,844,1779,152,938,903,1841,155,977,880,1857,153,993,921,1914,156,5497,5179,10676,914,236,223,459,34,316,218,534,34,230,213,443,34,782,654,1436,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574,7101,14675,1265
55020000, æª.πË“π ‡¢µ 2,54,42,96,19,636,651,1287,132,754,684,1438,138,1444,1377,2821,289,840,799,1639,144,837,814,1651,143,902,792,1694,143,916,842,1758,148,933,886,1819,150,964,902,1866,150,5392,5035,10427,878,206,248,454,29,249,251,500,30,199,229,428,32,654,728,1382,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7490,7140,14630,1258
56010000, æª.æ–‡¬“ ‡¢µ 1,116,87,203,18,290,263,553,66,317,307,624,71,723,657,1380,155,421,398,819,78,447,413,860,78,466,410,876,78,504,456,960,78,452,475,927,78,546,452,998,77,2836,2604,5440,467,190,118,308,26,186,142,328,26,162,155,317,26,538,415,953,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097,3676,7773,700
56020000, æª.æ–‡¬“ ‡¢µ 2,26,24,50,9,492,502,994,112,591,501,1092,116,1109,1027,2136,237,660,667,1327,122,768,689,1457,123,786,774,1560,123,801,713,1514,122,801,713,1514,122,828,759,1587,123,4644,4315,8959,735,237,170,407,30,265,238,503,31,238,197,435,31,740,605,1345,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6493,5947,12440,1064
57010000, æª.‡™’¬ß√“¬ ‡¢µ 1,182,158,340,33,689,663,1352,107,730,783,1513,110,1601,1604,3205,250,1364,1264,2628,138,1413,1348,2761,139,1485,1317,2802,141,1364,1225,2589,135,1292,1189,2481,133,1260,1135,2395,130,8178,7478,15656,816,322,257,579,29,303,251,554,28,240,257,497,28,865,765,1630,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10644,9847,20491,1151
57020000, æª.‡™’¬ß√“¬ ‡¢µ 2,226,193,419,56,856,841,1697,148,971,931,1902,155,2053,1965,4018,359,1233,1165,2398,158,1268,1217,2485,158,1308,1205,2513,162,1260,1067,2327,155,1202,1128,2330,157,1194,1165,2359,161,7465,6947,14412,951,601,462,1063,59,576,487,1063,56,523,432,955,54,1700,1381,3081,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218,10293,21511,1479
57030000, æª.‡™’¬ß√“¬ ‡¢µ 3,252,232,484,35,1256,1232,2488,152,1411,1403,2814,161,2919,2867,5786,348,2225,2135,4360,193,2285,2190,4475,193,2168,2166,4334,195,2014,2072,4086,189,1737,1666,3403,180,1811,1650,3461,179,12240,11879,24119,1129,1187,1033,2220,89,1083,999,2082,86,926,917,1843,82,3196,2949,6145,257,200,267,467,18,151,203,354,17,187,195,382,18,0,0,0,0,0,0,0,0,0,0,0,0,538,665,1203,53,18893,18360,37253,1787
57040000, æª.‡™’¬ß√“¬ ‡¢µ 4,109,103,212,24,845,726,1571,136,834,811,1645,139,1788,1640,3428,299,1039,896,1935,145,1073,999,2072,140,1025,933,1958,141,1019,1015,2034,139,1079,984,2063,142,1145,955,2100,140,6380,5782,12162,847,457,432,889,44,439,432,871,44,378,358,736,43,1274,1222,2496,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9442,8644,18086,1277
58010000, æª.·¡ËŒËÕß Õπ ‡¢µ 1,79,84,163,31,693,627,1320,134,689,663,1352,132,1461,1374,2835,297,890,825,1715,142,884,756,1640,137,864,847,1711,137,834,798,1632,135,818,764,1582,135,812,790,1602,133,5102,4780,9882,819,290,251,541,31,256,230,486,31,263,196,459,31,809,677,1486,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372,6831,14203,1209
58020000, æª.·¡ËŒËÕß Õπ ‡¢µ 2,206,210,416,69,673,589,1262,168,667,718,1385,170,1546,1517,3063,407,888,792,1680,179,798,829,1627,176,940,823,1763,177,934,860,1794,172,918,841,1759,176,816,818,1634,168,5294,4963,10257,1048,558,542,1100,53,528,577,1105,53,478,514,992,52,1564,1633,3197,158,99,138,237,9,38,61,99,6,46,92,138,6,0,0,0,0,0,0,0,0,0,0,0,0,183,291,474,21,8587,8404,16991,1634
60010000, æª.π§√ «√√§Ï ‡¢µ 1,114,126,240,45,704,682,1386,158,703,715,1418,154,1521,1523,3044,357,861,763,1624,159,868,829,1697,167,999,865,1864,161,995,861,1856,164,1019,952,1971,158,1038,929,1967,168,5780,5199,10979,977,413,258,671,36,401,248,649,36,359,286,645,37,1173,792,1965,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8474,7514,15988,1443
60020000, æª.π§√ «√√§Ï ‡¢µ 2,130,127,257,47,706,624,1330,143,726,709,1435,139,1562,1460,3022,329,866,725,1591,146,871,788,1659,146,987,843,1830,148,962,877,1839,147,1056,980,2036,148,1078,1001,2079,149,5820,5214,11034,884,398,340,738,43,488,393,881,45,439,373,812,45,1325,1106,2431,133,3,7,10,1,13,5,18,1,3,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37,4,8726,7798,16524,1350
60030000, æª.π§√ «√√§Ï ‡¢µ 3,97,100,197,37,715,647,1362,175,818,733,1551,180,1630,1480,3110,392,812,832,1644,184,952,812,1764,182,999,908,1907,189,1058,903,1961,187,1052,980,2032,192,1150,972,2122,194,6023,5407,11430,1128,400,267,667,42,372,284,656,41,369,298,667,41,1141,849,1990,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794,7736,16530,1644
61010000, æª.Õÿ∑—¬∏“π’ ‡¢µ 1,51,52,103,13,332,294,626,69,374,321,695,70,757,667,1424,152,423,342,765,71,467,429,896,72,434,428,862,74,487,402,889,73,452,471,923,71,473,473,946,74,2736,2545,5281,435,128,80,208,18,130,112,242,18,113,89,202,18,371,281,652,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864,3493,7357,641
61020000, æª.Õÿ∑—¬∏“π’ ‡¢µ 2,47,37,84,14,706,626,1332,123,694,692,1386,128,1447,1355,2802,265,836,730,1566,131,868,817,1685,132,880,833,1713,133,902,892,1794,132,955,872,1827,132,956,956,1912,135,5397,5100,10497,795,280,213,493,32,290,262,552,33,285,194,479,31,855,669,1524,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7699,7124,14823,1156
62010000, æª.°”·æß‡æ™√ ‡¢µ 1,264,224,488,64,1051,1057,2108,205,1088,1041,2129,203,2403,2322,4725,472,1352,1248,2600,216,1488,1212,2700,217,1486,1285,2771,218,1526,1413,2939,216,1524,1427,2951,219,1697,1472,3169,220,9073,8057,17130,1306,459,400,859,50,529,376,905,49,431,358,789,49,1419,1134,2553,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12895,11513,24408,1926
62020000, æª.°”·æß‡æ™√ ‡¢µ 2,229,213,442,75,758,637,1395,182,750,731,1481,180,1737,1581,3318,437,881,735,1616,178,932,849,1781,180,1018,839,1857,180,1012,891,1903,182,1033,879,1912,180,1125,1009,2134,182,6001,5202,11203,1082,486,307,793,48,483,368,851,47,399,325,724,48,1368,1000,2368,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,7783,16889,1662
63010000, æª.µ“° ‡¢µ 1,99,97,196,15,556,521,1077,99,602,543,1145,98,1257,1161,2418,212,674,654,1328,103,678,633,1311,105,716,682,1398,108,709,660,1369,105,801,703,1504,108,699,701,1400,104,4277,4033,8310,633,384,261,645,34,361,293,654,34,317,267,584,32,1062,821,1883,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,6015,12611,945
63020000, æª.µ“° ‡¢µ 2,154,146,300,25,2512,2338,4850,239,2614,2414,5028,248,5280,4898,10178,512,3250,2996,6246,255,3087,2911,5998,255,2914,3011,5925,252,2889,2829,5718,224,2774,2703,5477,217,2593,2621,5214,208,17507,17071,34578,1411,1652,1849,3501,110,1420,1740,3160,113,1208,1447,2655,102,4280,5036,9316,325,307,461,768,24,258,345,603,23,227,340,567,23,0,0,0,0,0,0,0,0,0,0,0,0,792,1146,1938,70,27859,28151,56010,2318
64010000, æª. ÿ‚¢∑—¬ ‡¢µ 1,42,31,73,7,595,641,1236,124,668,606,1274,121,1305,1278,2583,252,737,703,1440,125,805,828,1633,127,880,812,1692,126,950,901,1851,130,996,902,1898,129,1083,916,1999,130,5451,5062,10513,767,307,247,554,31,351,261,612,31,359,227,586,31,1017,735,1752,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7773,7075,14848,1112
64020000, æª. ÿ‚¢∑—¬ ‡¢µ 2,162,125,287,54,558,552,1110,142,634,623,1257,149,1354,1300,2654,345,809,728,1537,148,858,803,1661,156,965,882,1847,155,1021,948,1969,161,1087,954,2041,162,1128,1007,2135,162,5868,5322,11190,944,331,255,586,36,332,288,620,36,306,239,545,35,969,782,1751,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8191,7404,15595,1396
65010000, æª.æ‘…≥ÿ‚≈° ‡¢µ 1,120,136,256,38,636,596,1232,111,741,662,1403,112,1497,1394,2891,261,930,893,1823,125,960,949,1909,123,1115,982,2097,124,1104,995,2099,125,1092,1111,2203,125,1183,1099,2282,125,6384,6029,12413,747,448,349,797,43,485,339,824,43,482,392,874,44,1415,1080,2495,130,12,22,34,1,11,13,24,1,9,13,22,1,0,0,0,0,0,0,0,0,0,0,0,0,32,48,80,3,9328,8551,17879,1141
65020000, æª.æ‘…≥ÿ‚≈° ‡¢µ 2,135,113,248,38,714,606,1320,124,689,637,1326,124,1538,1356,2894,286,743,672,1415,127,833,756,1589,128,858,798,1656,128,850,809,1659,128,951,888,1839,128,932,966,1898,131,5167,4889,10056,770,558,531,1089,60,558,482,1040,59,536,459,995,59,1652,1472,3124,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8357,7717,16074,1234
65030000, æª.æ‘…≥ÿ‚≈° ‡¢µ 3,73,65,138,20,760,708,1468,154,680,708,1388,155,1513,1481,2994,329,874,780,1654,159,916,851,1767,161,934,924,1858,162,887,966,1853,163,969,885,1854,160,971,937,1908,164,5551,5343,10894,969,565,383,948,69,570,445,1015,70,571,420,991,70,1706,1248,2954,209,22,24,46,4,10,19,29,4,12,23,35,4,0,0,0,0,0,0,0,0,0,0,0,0,44,66,110,12,8814,8138,16952,1519
66010000, æª.æ‘®‘µ√ ‡¢µ 1,143,153,296,37,523,461,984,120,594,532,1126,122,1260,1146,2406,279,665,612,1277,128,703,698,1401,128,773,709,1482,133,808,762,1570,131,856,747,1603,130,929,792,1721,132,4734,4320,9054,782,345,250,595,37,332,259,591,37,324,284,608,36,1001,793,1794,110,8,5,13,1,8,12,20,1,11,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48,3,7022,6280,13302,1174
66020000, æª.æ‘®‘µ√ ‡¢µ 2,123,137,260,39,519,534,1053,107,561,539,1100,109,1203,1210,2413,255,674,609,1283,111,676,566,1242,111,739,707,1446,116,768,703,1471,114,805,752,1557,114,882,782,1664,120,4544,4119,8663,686,368,305,673,44,375,315,690,44,394,276,670,44,1137,896,2033,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6884,6225,13109,1073
67010000, æª.‡æ™√∫Ÿ√≥Ï ‡¢µ 1,100,74,174,26,611,583,1194,108,649,642,1291,110,1360,1299,2659,244,866,799,1665,116,901,802,1703,116,938,824,1762,116,953,883,1836,119,985,960,1945,118,945,948,1893,118,5588,5216,10804,703,496,381,877,44,479,408,887,44,485,357,842,46,1460,1146,2606,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8408,7661,16069,1081
